student_id,name,gender,join_date,ability_band,study_hours_per_week,overall_attendance,video_completion_rate,average_video_duration,video_sessions,average_quiz_accuracy,average_quiz_score,quiz_attempts,mock_test_average,mock_test_count,average_assignment_score,assignment_delay_average,on_time_submissions,delayed_submissions,missing_submissions,engagement_score,weekly_videos_watched,weekly_forum_posts,weekly_study_sessions,study_hours,performance,low_attendance_flag,low_quiz_accuracy_flag,low_mock_average_flag,low_study_hours_flag,low_assignment_score_flag,high_delay_flag,learning_gap_score,student_rank,learning_category
S1016,Holly Wood,Male,2025-08-22,Medium,15.673113687169018,0.7,0.6666666666666666,13.566666666666668,3,0.7220322580645161,70.35483870967742,31,87.5,2,81.16666666666667,2.1666666666666665,3,3,0,1.9,6.0,0.0,1.0,15.673113687169018,Average Performer,True,False,False,False,False,False,0.2724575383627226,873,Good
S1017,Derek Zuniga,Female,2026-05-19,Low,11.222936943538862,0.7,0.3333333333333333,8.799999999999999,3,0.6525,63.625,24,59.66666666666666,3,82.0,5.5,1,5,0,1.6,7.0,0.0,6.0,11.222936943538862,Average Performer,True,False,False,False,False,True,0.3588593243078195,1544,Good
S1018,Lisa Jackson,Male,2026-01-27,High,14.469391409073518,0.8666666666666667,1.0,10.65,4,0.765551724137931,80.10344827586206,29,64.0,2,78.0,4.5,1,5,0,1.4,8.0,1.0,3.0,14.469391409073518,Average Performer,False,False,False,False,False,False,0.2724943375692702,1294,Good
S1019,Carla Gray,Male,2025-07-30,Medium,2.584855834599137,0.7333333333333333,0.5,12.825,4,0.78924,78.96,25,82.5,2,79.0,2.833333333333333,2,4,0,1.8,7.0,1.0,3.0,2.584855834599137,Average Performer,True,False,False,True,False,False,0.2899325270801688,842,Good
S1020,Margaret Hawkins DDS,Female,2025-05-07,Low,4.85852176899677,0.8,0.6666666666666666,9.7,3,0.7482916666666667,77.16666666666667,24,73.75,4,76.5,3.333333333333333,0,6,0,1.2,10.0,0.0,2.0,4.85852176899677,Average Performer,False,False,False,True,False,False,0.301116195577508,1383,Good
S1021,Patty Perez,Male,2026-01-20,Medium,9.60633721743682,0.9,1.0,14.333333333333334,3,0.7359166666666667,72.79166666666667,24,83.25,4,76.0,4.333333333333333,0,6,0,2.0,7.0,1.0,6.0,9.60633721743682,Average Performer,False,False,False,True,False,False,0.24970915695640794,783,Good
S1022,Ethan Adams,Male,2025-10-27,Low,7.17553744864295,0.8,0.0,8.05,4,0.7295769230769231,76.15384615384616,26,77.66666666666667,3,69.5,3.333333333333333,2,4,0,1.7,6.0,4.0,5.0,7.17553744864295,Average Performer,False,False,False,True,False,False,0.3036047461219823,1299,Good
S1023,Tommy Walter,Male,2024-12-17,High,13.943121683938138,0.9,1.0,18.6,3,0.8097857142857142,81.42857142857143,28,82.33333333333333,3,89.5,0.6666666666666666,5,1,0,1.0,7.0,4.0,4.0,13.943121683938138,High Performer,False,False,False,False,False,False,0.19828981483777375,499,Excellent
S1024,Matthew Foster,Male,2025-07-03,Medium,11.75730832817938,0.7666666666666667,0.75,12.6,4,0.7725333333333333,78.0,30,80.25,4,79.5,5.0,1,5,0,2.0,9.0,1.0,6.0,11.75730832817938,Average Performer,False,False,False,False,False,False,0.26743006251288487,811,Good
S1025,Judy Baker,Female,2026-01-01,Medium,10.424283013627225,0.8,0.8,7.8,5,0.6346086956521739,65.8695652173913,23,66.0,4,77.33333333333333,4.166666666666667,0,6,0,1.1,8.0,4.0,4.0,10.424283013627225,Average Performer,False,False,False,False,False,False,0.33555668377027975,1677,Good
S1026,Justin Baker,Male,2024-10-18,Medium,14.7275700708995,0.8,0.5,14.6,4,0.8029999999999999,80.42105263157895,19,76.75,4,72.66666666666667,5.333333333333333,2,3,1,1.8,5.0,2.0,5.0,14.7275700708995,Average Performer,False,False,False,False,False,True,0.25978107482275126,1011,Good
S1027,Stephanie Ross,Female,2024-12-14,Low,2.4860938962288053,0.7333333333333333,0.5,9.15,4,0.629962962962963,63.407407407407405,27,72.0,2,79.16666666666667,2.1666666666666665,3,3,0,1.2,5.0,3.0,5.0,2.4860938962288053,Average Performer,True,False,False,True,False,False,0.3587125430372058,1594,Good
S1028,Zachary Hicks,Female,2026-05-06,Medium,5.578106413308662,0.6,0.75,5.125,4,0.7870666666666667,81.53333333333333,30,72.66666666666667,3,81.66666666666667,3.5,0,6,0,1.4,5.0,3.0,3.0,5.578106413308662,At Risk,True,False,False,True,False,False,0.332101400633395,1211,Good
S1029,Anthony Rodriguez,Male,2025-04-28,Medium,15.991593393454128,0.8333333333333334,0.75,10.425,4,0.7562758620689655,73.96551724137932,29,84.0,3,80.66666666666667,3.333333333333333,2,4,0,2.7,10.0,0.0,6.0,15.991593393454128,Average Performer,False,False,False,False,False,False,0.23580492456234167,514,Good
S1030,Rebecca Henderson,Female,2025-05-17,High,12.67976791640804,1.0,0.6666666666666666,15.033333333333331,3,0.7776153846153846,76.03846153846153,26,88.5,2,80.33333333333333,0.8333333333333334,3,3,0,2.0,8.0,3.0,5.0,12.67976791640804,High Performer,False,False,False,False,False,False,0.18751596482436453,247,Excellent
S1031,James Ferrell,Male,2025-06-21,Medium,13.009013883833202,0.9666666666666668,1.0,7.6,3,0.76644,75.96,25,88.25,4,85.16666666666667,3.5,1,5,0,1.6,8.0,5.0,7.0,13.009013883833202,High Performer,False,False,False,False,False,False,0.1916287986237503,283,Excellent
S1032,Tricia Valencia,Male,2025-01-09,Medium,9.092253216352994,0.7,0.5,14.8,4,0.759,80.14285714285714,28,81.75,4,81.83333333333333,3.333333333333333,1,5,0,1.5,5.0,3.0,4.0,9.092253216352994,Average Performer,True,False,False,True,False,False,0.28831936695911753,978,Good
S1033,Nathan Maldonado,Female,2025-08-30,Low,5.963655218428095,0.8333333333333334,0.25,10.025,4,0.7876818181818183,78.86363636363636,22,69.66666666666667,3,74.0,5.0,0,6,0,1.9,9.0,1.0,3.0,5.963655218428095,Average Performer,False,False,False,True,False,False,0.2901196498327176,1142,Good
S1034,Debra Davidson,Other,2025-01-19,Medium,12.782288579803032,1.0,1.0,12.35,2,0.81778125,83.53125,32,89.0,2,80.33333333333333,1.0,3,3,0,2.1,9.0,4.0,5.0,12.782288579803032,High Performer,False,False,False,False,False,False,0.17420990355049243,122,Excellent
S1035,Jeffrey Chavez,Female,2025-06-08,Medium,10.9128854650467,0.9333333333333332,0.5,8.55,2,0.7966666666666667,82.48148148148148,27,68.25,4,86.33333333333333,4.0,1,5,0,2.0,3.0,2.0,4.0,10.9128854650467,Average Performer,False,False,False,False,False,False,0.23438445300404992,487,Good
S1036,Sherri Baker,Male,2024-10-22,High,11.95517079944086,0.9666666666666668,0.4,12.9,5,0.7971612903225807,79.80645161290323,31,80.0,2,76.83333333333333,4.666666666666667,2,4,0,2.1,7.0,0.0,2.0,11.95517079944086,High Performer,False,False,False,False,False,False,0.214047019237957,464,Good
S1037,Cassandra Gaines,Male,2026-03-10,High,15.30978880129809,0.8,0.5,8.475,4,0.8454347826086956,82.34782608695652,23,82.33333333333333,3,78.16666666666667,2.1666666666666665,1,5,0,1.3,7.0,0.0,3.0,15.30978880129809,Average Performer,False,False,False,False,False,False,0.2261784265474794,820,Good
S1038,Elizabeth Fowler,Female,2025-03-28,High,19.988632935674417,0.9333333333333332,1.0,16.2,4,0.7429565217391305,74.26086956521739,23,84.5,2,79.5,2.333333333333333,1,5,0,2.6,7.0,3.0,7.0,19.988632935674417,Average Performer,False,False,False,False,False,False,0.2055581278057415,419,Good
S1039,Brittany Farmer,Male,2024-10-31,Medium,9.612150157375842,0.6666666666666666,0.25,11.2,4,0.7191739130434783,71.52173913043478,23,70.0,4,79.66666666666667,4.333333333333333,0,5,1,1.0,7.0,1.0,3.0,9.612150157375842,At Risk,True,False,False,True,False,False,0.3340507840268502,1624,Good
S1040,Paula Moreno,Male,2025-07-23,Low,7.43489594483265,0.6666666666666666,0.75,7.4,4,0.7652692307692307,77.57692307692308,26,71.5,2,75.16666666666667,5.666666666666667,0,6,0,1.1,5.0,3.0,4.0,7.43489594483265,At Risk,True,False,False,True,False,True,0.32941532424048253,1552,Good
S1041,Fred Smith,Female,2024-10-20,Medium,11.281460696543991,0.9,1.0,12.3,4,0.706655172413793,74.48275862068965,29,62.0,2,83.66666666666667,2.333333333333333,2,4,0,2.4,6.0,2.0,3.0,11.281460696543991,Average Performer,False,False,False,False,False,False,0.2852997965345021,893,Good
S1042,Sherry Decker,Male,2025-09-03,Medium,10.121591212351108,0.8333333333333334,0.75,17.9,4,0.7997692307692308,83.92307692307692,26,80.5,2,81.5,2.0,2,4,0,1.6,4.0,3.0,6.0,10.121591212351108,Average Performer,False,False,False,False,False,False,0.24318191940501965,675,Good
S1043,Anthony Humphrey,Female,2024-11-09,High,14.59956682142691,1.0,0.75,9.15,4,0.7649583333333333,77.0,24,79.25,4,85.0,1.8333333333333333,2,4,0,2.1,6.0,1.0,4.0,14.59956682142691,High Performer,False,False,False,False,False,False,0.19801358294643273,253,Excellent
S1044,Angelica Tucker,Male,2025-08-16,Low,8.00020103628746,0.5333333333333333,0.6666666666666666,12.6,3,0.7210344827586207,72.96551724137932,29,69.5,4,72.5,1.8333333333333333,3,3,0,1.8,7.0,1.0,5.0,8.00020103628746,At Risk,True,False,False,True,False,False,0.38260581924836184,1612,Good
S1045,Philip Cannon,Female,2026-03-11,Medium,12.009917978815958,0.9333333333333332,0.75,14.55,4,0.8252173913043478,81.43478260869566,23,63.0,2,74.33333333333333,2.6666666666666665,2,4,0,2.4,9.0,4.0,7.0,12.009917978815958,Average Performer,False,False,False,False,False,False,0.25157665432832244,803,Good
S1046,John Pierce,Male,2025-05-03,High,19.65779539040457,0.8,0.3333333333333333,16.633333333333333,3,0.892265925925926,88.8076923076923,26,81.66666666666667,3,86.83333333333333,1.5,2,4,0,1.8,6.0,1.0,5.0,19.65779539040457,Average Performer,False,False,False,False,False,False,0.18959240041287742,282,Excellent
S1047,Shane Henderson,Female,2026-01-25,Medium,14.208972408997369,0.9333333333333332,0.75,10.675,4,0.8326923076923076,82.8076923076923,26,74.75,4,73.0,5.0,0,6,0,1.6,7.0,3.0,6.0,14.208972408997369,High Performer,False,False,False,False,False,False,0.22233654333648098,836,Good
S1048,Joshua Blair,Female,2025-03-07,Medium,15.621900866796414,0.7,0.6666666666666666,11.633333333333333,3,0.6429230769230769,63.46153846153846,26,74.5,4,83.0,3.0,2,4,0,2.0,5.0,1.0,4.0,15.621900866796414,Average Performer,True,False,False,False,False,False,0.31956832475608593,1189,Good
S1049,Eric Carney,Male,2025-10-02,High,17.461300221931733,0.9666666666666668,1.0,7.533333333333334,3,0.8620370370370369,85.70370370370371,27,88.66666666666667,3,78.83333333333333,3.8333333333333335,1,5,0,1.7,9.0,2.0,5.0,17.461300221931733,High Performer,False,False,False,False,False,False,0.16048563833405954,249,Excellent
S1050,Jessica Holmes,Other,2026-02-07,Medium,4.86873753645666,0.9333333333333332,0.3333333333333333,8.933333333333334,3,0.86084,86.04,25,70.33333333333333,3,79.0,2.5,1,5,0,2.2,8.0,2.0,3.0,4.86873753645666,High Performer,False,False,False,True,False,False,0.23707615615885838,520,Good
S1051,Danny Morgan,Female,2024-08-27,Medium,13.527547257100371,1.0,1.0,17.933333333333334,3,0.81848,80.76,25,82.5,2,77.5,4.0,1,5,0,1.0,9.0,0.0,5.0,13.527547257100371,High Performer,False,False,False,False,False,False,0.1893871318572491,688,Excellent
S1052,Crystal Robinson,Female,2024-09-28,High,21.05633847383303,1.0,1.0,17.46666666666667,3,0.8150000000000001,84.6923076923077,26,94.0,3,88.5,0.6666666666666666,3,3,0,2.1,7.0,3.0,5.0,21.05633847383303,High Performer,False,False,False,False,False,False,0.1321091538154174,15,Excellent
S1053,Mark Perez,Female,2025-04-07,Low,2.548188371543553,0.5333333333333333,0.3333333333333333,6.8,3,0.6629200000000001,66.36,25,54.74916666666667,3,76.66666666666667,5.5,0,6,0,1.0,4.0,0.0,6.0,2.548188371543553,At Risk,True,False,False,True,False,True,0.4369218624044744,1846,Average
S1054,Shannon Jones,Female,2025-08-14,Low,2.97987923625352,0.8333333333333334,0.6666666666666666,7.433333333333334,3,0.8132592592592592,78.07407407407408,27,81.75,4,75.83333333333333,4.333333333333333,1,5,0,1.0,7.0,2.0,5.0,2.97987923625352,Average Performer,False,False,False,True,False,False,0.2629891907982551,1044,Good
S1055,Michael Lewis,Female,2024-10-24,Medium,11.583662873270216,0.9333333333333332,1.0,14.533333333333331,3,0.7626206896551724,76.6896551724138,29,76.0,3,76.33333333333333,2.6666666666666665,1,5,0,1.3,6.0,1.0,2.0,11.583662873270216,High Performer,False,False,False,False,False,False,0.24242130258693945,1020,Good
S1056,Timothy Duncan,Male,2025-05-21,Medium,12.289386817306042,0.8666666666666667,1.0,12.275,4,0.7444,72.24,25,88.75,4,77.16666666666667,0.6666666666666666,4,2,0,2.7,10.0,3.0,6.0,12.289386817306042,Average Performer,False,False,False,False,False,False,0.23603986629006823,551,Good
S1057,Richard Aguirre,Male,2025-03-04,Medium,13.892583236858783,0.9,0.75,18.175,4,0.8125517241379311,83.10344827586206,29,84.5,4,89.5,1.5,2,4,0,2.5,10.0,1.0,3.0,13.892583236858783,High Performer,False,False,False,False,False,False,0.1932530246664737,61,Excellent
S1058,Brent Jordan,Male,2025-07-16,Medium,10.835587095804955,0.6666666666666666,0.3333333333333333,18.1,3,0.7478461538461538,77.34615384615384,26,68.0,2,69.16666666666667,4.333333333333333,0,6,0,1.8,9.0,1.0,7.0,10.835587095804955,At Risk,True,False,False,False,False,False,0.34214051943997476,1531,Good
S1059,John Daniel,Male,2025-11-05,Medium,12.33586676084949,0.8333333333333334,0.0,10.5,3,0.7846296296296296,74.81481481481481,27,80.66666666666667,3,82.16666666666667,2.5,2,4,0,1.7,10.0,1.0,5.0,12.33586676084949,Average Performer,False,False,False,False,False,False,0.2408547775423207,647,Good
S1060,Victoria Garcia,Male,2026-02-18,High,12.229233490037346,0.9333333333333332,1.0,15.8,3,0.7797407407407407,77.77777777777777,27,74.0,2,83.5,2.0,2,4,0,1.7,6.0,3.0,6.0,12.229233490037346,High Performer,False,False,False,False,False,False,0.2289213607193511,607,Good
S1061,Gerald Hensley,Male,2025-03-26,Medium,3.3252598026758338,0.8666666666666667,0.0,6.133333333333333,3,0.7338888888888889,73.18518518518519,27,73.5,4,81.5,2.6666666666666665,2,4,0,2.2,7.0,2.0,4.0,3.3252598026758338,Average Performer,False,False,False,True,False,False,0.28560351715997706,816,Good
S1062,Connor West,Female,2026-01-11,Low,12.675358446537372,0.4666666666666667,0.3333333333333333,9.866666666666667,3,0.7003103448275863,67.58620689655173,29,64.33333333333333,3,77.5,6.333333333333333,0,6,0,1.7,7.0,1.0,3.0,12.675358446537372,At Risk,True,False,False,False,False,True,0.3966351671020474,1644,Good
S1063,Donald Wright,Male,2026-05-11,Medium,6.497834213755126,0.9666666666666668,1.0,13.5,2,0.8103,80.93333333333334,30,77.5,2,75.16666666666667,3.1666666666666665,1,5,0,1.2,6.0,0.0,6.0,6.497834213755126,High Performer,False,False,False,True,False,False,0.23124874779894547,852,Good
S1064,Jessica Callahan,Male,2025-07-06,High,14.917181294870012,1.0,0.75,18.075000000000003,4,0.8665172413793104,83.13793103448276,29,82.5,2,72.16666666666667,2.5,3,3,0,2.7,6.0,2.0,1.0,14.917181294870012,High Performer,False,False,False,False,False,False,0.17950187434903186,237,Excellent
S1065,Amber Kidd,Female,2025-01-18,Low,9.913382054784948,0.6666666666666666,0.25,11.125,4,0.7146875,71.9375,32,62.0,3,76.0,3.5,1,5,0,1.6,5.0,2.0,5.0,9.913382054784948,At Risk,True,False,False,True,False,False,0.35614362819637096,1641,Good
S1066,Tracy House,Male,2025-09-30,High,24.78288660106347,0.7333333333333333,0.5,12.225,4,0.7593928571428572,75.64285714285714,28,77.33333333333333,3,84.0,2.5,3,3,0,2.8,10.0,2.0,3.0,22.628166883106164,Average Performer,True,False,False,False,False,False,0.25161172564937745,643,Good
S1067,Carol Tucker,Female,2025-06-08,Medium,5.001816585827367,0.7333333333333333,0.3333333333333333,5.5,3,0.6904,68.88,25,66.0,2,77.0,5.5,0,6,0,1.1,4.0,4.0,3.0,5.001816585827367,Average Performer,True,False,False,True,False,True,0.34954212520209826,1692,Good
S1068,James Brown,Male,2025-03-09,High,14.598661295608192,0.7333333333333333,0.5,13.625,4,0.694304347826087,70.91304347826087,23,85.66666666666667,3,86.33333333333333,3.1666666666666665,0,6,0,2.4,9.0,2.0,3.0,14.598661295608192,Average Performer,True,False,False,False,False,False,0.2710453757464868,606,Good
S1069,William Baker,Other,2026-05-22,Medium,12.353827349762144,1.0,0.5,10.6,2,0.7924117647058824,79.20588235294117,34,88.33333333333333,3,89.66666666666667,3.333333333333333,1,5,0,1.9,8.0,1.0,5.0,12.353827349762144,High Performer,False,False,False,False,False,False,0.17022523554716323,55,Excellent
S1070,Jordan Henderson,Female,2025-06-24,Low,7.821832295066928,0.5666666666666667,0.6666666666666666,7.400000000000001,3,0.8397916666666667,83.91666666666667,24,73.0,4,86.0,3.6666666666666665,0,6,0,1.4,8.0,0.0,3.0,7.821832295066928,At Risk,True,False,False,True,False,False,0.31184125259566603,920,Good
S1071,Whitney Peters,Male,2024-12-20,Medium,15.677288157574132,0.7,0.6666666666666666,7.833333333333333,3,0.7293076923076923,68.57692307692308,26,73.5,4,82.16666666666667,3.1666666666666665,1,5,0,2.1,7.0,2.0,4.0,15.677288157574132,Average Performer,True,False,False,False,False,False,0.296764471913757,1050,Good
S1072,Brittney Phillips,Male,2026-05-23,High,19.34460318657231,0.8,1.0,17.433333333333334,3,0.7673636363636364,76.54545454545455,33,87.0,4,83.33333333333333,3.0,1,5,0,2.8,8.0,2.0,4.0,19.34460318657231,Average Performer,False,False,False,False,False,False,0.22242940112447834,367,Good
S1073,Lauren Daniels,Female,2024-09-19,Low,10.640490249125367,0.5666666666666667,0.5,6.275,4,0.6316,62.86666666666667,30,67.0,4,69.66666666666667,7.0,0,4,2,1.0,6.0,0.0,1.0,10.640490249125367,At Risk,True,False,False,False,False,True,0.40375210771051984,1861,Average
S1074,Amy Silva,Female,2026-06-21,Low,3.850151568828567,0.6333333333333333,0.3333333333333333,11.233333333333334,3,0.6538620689655172,66.37931034482759,29,66.25,4,67.16666666666667,4.5,0,6,0,1.0,7.0,2.0,2.0,3.850151568828567,At Risk,True,False,False,True,False,False,0.40263266705494005,1852,Average
S1075,Sarah Moore,Female,2026-05-11,Low,6.811225279999154,0.7666666666666667,1.0,15.633333333333333,3,0.7688846153846154,75.92307692307692,26,85.0,2,79.5,2.833333333333333,0,6,0,1.1,8.0,2.0,8.0,6.811225279999154,Average Performer,False,False,False,True,False,False,0.27138988551795085,1024,Good
S1076,Angela Lopez,Female,2026-04-11,High,15.667198318030367,0.9666666666666668,1.0,10.45,4,0.76536,76.6,25,79.66666666666667,3,86.16666666666667,3.5,2,4,0,2.0,6.0,3.0,3.0,15.667198318030367,High Performer,False,False,False,False,False,False,0.200974004204924,274,Good
S1077,Megan Young,Male,2025-07-31,Medium,20.81155541926145,0.9,1.0,7.966666666666666,3,0.8545,88.21875,32,74.5,2,85.66666666666667,4.833333333333333,1,5,0,2.4,10.0,2.0,6.0,20.81155541926145,High Performer,False,False,False,False,False,False,0.18912111145184637,213,Excellent
S1078,Steve Sanchez,Male,2026-07-26,Low,1.991381486313128,0.8333333333333334,0.75,8.475,4,0.7009677419354838,69.70967741935483,31,70.25,4,77.16666666666667,1.3333333333333333,3,3,0,1.0,8.0,0.0,6.0,1.991381486313128,Average Performer,False,False,False,True,False,False,0.3201478903702387,1573,Good
S1079,Lisa Barnes,Male,2026-01-05,Low,9.561546290050131,0.7,0.2,7.359999999999999,5,0.6061724137931035,60.6551724137931,29,54.74916666666667,4,69.16666666666667,3.1666666666666665,1,5,0,1.2,3.0,3.0,3.0,9.561546290050131,At Risk,True,False,False,True,False,False,0.4059960768036102,1842,Average
S1080,Kelly Donovan,Female,2025-05-08,High,14.673530954265033,0.9666666666666668,1.0,9.7,3,0.8364333333333334,84.36666666666666,30,77.5,2,84.0,1.8333333333333333,2,4,0,2.6,10.0,3.0,3.0,14.673530954265033,High Performer,False,False,False,False,False,False,0.1897195059476707,115,Excellent
S1081,Mike Allen,Female,2024-12-13,High,16.51962835288419,0.9,0.75,10.9,4,0.7239354838709677,71.90322580645162,31,91.5,2,82.83333333333333,3.0,0,6,0,2.3,6.0,0.0,5.0,16.51962835288419,Average Performer,False,False,False,False,False,False,0.20927028395649921,386,Good
S1082,Michael Evans,Male,2024-08-05,Medium,12.019429104680004,0.8,1.0,10.9,4,0.7317199999999999,74.96,25,77.33333333333333,3,85.83333333333333,2.5,2,4,0,1.1,5.0,2.0,6.0,12.019429104680004,Average Performer,False,False,False,False,False,False,0.2670187605716333,1037,Good
S1083,Paul Jones,Male,2026-01-01,Low,3.006704764269412,0.8,1.0,10.233333333333333,3,0.7802758620689655,79.82758620689656,29,71.0,3,81.66666666666667,3.1666666666666665,1,5,0,1.0,4.0,0.0,6.0,3.006704764269412,Average Performer,False,False,False,True,False,False,0.29390047946863684,1240,Good
S1084,Zachary Ferrell,Male,2025-08-12,Medium,11.920408552895909,0.6666666666666666,0.6666666666666666,5.9,3,0.6851290322580645,71.09677419354838,31,64.66666666666667,3,79.5,4.666666666666667,1,5,0,2.0,6.0,4.0,4.0,11.920408552895909,At Risk,True,False,False,False,False,False,0.3494102689403409,1454,Good
S1085,Daniel Baker,Male,2025-12-31,Medium,12.004141910815614,0.8333333333333334,1.0,10.366666666666667,3,0.775576923076923,81.15384615384616,26,70.0,3,84.0,0.8333333333333334,4,2,0,1.2,6.0,1.0,5.0,12.004141910815614,Average Performer,False,False,False,False,False,False,0.2629832349665507,1056,Good
S1086,Shirley Suarez,Female,2024-10-16,High,20.31407704065401,0.8333333333333334,1.0,10.6,3,0.8515454545454546,86.72727272727273,22,84.33333333333333,3,89.66666666666667,3.333333333333333,3,3,0,2.4,10.0,2.0,5.0,20.31407704065401,Average Performer,False,False,False,False,False,False,0.1822511710347286,82,Excellent
S1087,Christopher Bass,Female,2025-05-30,Medium,9.695358053767556,0.8333333333333334,1.0,8.833333333333334,3,0.80636,80.6,25,79.0,4,76.83333333333333,2.1666666666666665,1,5,0,2.0,9.0,0.0,3.0,9.695358053767556,Average Performer,False,False,False,True,False,False,0.2522702715322478,726,Good
